Animal's Name,License Issue Date,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
Harry,2015-12-30T00:00:00.000,30089,"Retriever, Labrador","Poodle, Standard",Dog,98144
Gandalf,2015-07-16T00:00:00.000,731297,LaPerm,,Cat,98122
Louis,2015-10-30T00:00:00.000,,LaPerm,,Cat,98105
Sampson,2015-07-17T00:00:00.000,731337,American Shorthair,,Cat,98122
King,2015-07-18T00:00:00.000,731803,"Terrier, American Pit Bull",,Dog,98118
Nittany,2015-07-18T00:00:00.000,733394,German Shepherd,,Dog,98116
Zeus,2015-08-11T00:00:00.000,,"Terrier, American Pit Bull",Hound,Dog,98115
Dan,2015-07-20T00:00:00.000,356426,"Retriever, Labrador",,Dog,98118
Rainie,2015-07-20T00:00:00.000,357569,Maltese,,Dog,98133
Juliet,2015-07-21T00:00:00.000,29425,"Poodle, Standard",,Dog,98144
Chloe,2015-07-21T00:00:00.000,29474,"Retriever, Golden","Poodle, Standard",Dog,98117
Parika,2015-07-21T00:00:00.000,353562,Domestic Shorthair,,Cat,98103
Diego,2015-07-21T00:00:00.000,353582,Domestic Shorthair,,Cat,98122
Echo,2015-07-21T00:00:00.000,29463,Papillon,"Chihuahua, Long Coat",Dog,98105
Rio,2015-07-22T00:00:00.000,29487,"Spaniel, Cavalier King Charles",,Dog,98115
Torch,2015-07-22T00:00:00.000,353574,Domestic Medium Hair,,Cat,98126
Logan,2015-07-22T00:00:00.000,29479,Australian Shepherd,,Dog,98115
Noble,2015-07-22T00:00:00.000,29489,German Shepherd,Siberian Husky,Dog,98103
Katya,2015-07-23T00:00:00.000,353595,Domestic Shorthair,,Cat,98146
Jackie,2015-07-09T00:00:00.000,731853,"Pointer, German Shorthaired",,Dog,98126
Thor,2015-07-09T00:00:00.000,731851,"Poodle, Toy",,Dog,98105
Sonic,2015-07-10T00:00:00.000,731888,Pekingese,,Dog,98103
Buster,2015-07-10T00:00:00.000,731079,"Dachshund, Standard Smooth Haired",,Dog,98117
Wilson,2015-07-10T00:00:00.000,731721,Beagle,Mix,Dog,98133
Charlie,2015-07-14T00:00:00.000,,Beagle,Pug,Dog,98103
Mocha,2015-07-14T00:00:00.000,731830,"Retriever, Labrador",,Dog,98122
Harley Quinn,2015-07-14T00:00:00.000,731339,Domestic Medium Hair,,Cat,98115
Ellada,2015-07-14T00:00:00.000,731354,Tonkinese,,Cat,98126
Zoya,2015-07-14T00:00:00.000,731858,Rottweiler,,Dog,98116
Prancer,2015-07-17T00:00:00.000,733080,"Chihuahua, Short Coat",,Dog,98103
Gus,2015-07-15T00:00:00.000,731759,"Terrier, Rat",,Dog,98103
Beau,2015-07-15T00:00:00.000,731770,"Retriever, Labrador",,Dog,98115
Zero,2015-07-15T00:00:00.000,731775,Border Collie,"Terrier, Jack Russell",Dog,98108
Emma,2015-07-16T00:00:00.000,353544,LaPerm,,Cat,98103
Jane,2015-07-16T00:00:00.000,353547,Domestic Longhair,,Cat,98117
Mica,2015-07-17T00:00:00.000,353537,American Shorthair,,Cat,98121
Wink,2015-08-11T00:00:00.000,,Domestic Shorthair,,Cat,98115
Frisco,2015-07-17T00:00:00.000,355478,"Bulldog, French",,Dog,98117
Bonnie,2015-07-17T00:00:00.000,731333,Xoloitzcuintli,,Dog,98133
Willa,2015-07-17T00:00:00.000,733296,Hound,Mix,Dog,98121
Peyton,2015-07-17T00:00:00.000,733385,Domestic Shorthair,,Cat, 
Hunter,2015-07-18T00:00:00.000,142900,Domestic Shorthair,,Cat,98133
Roscoe,2015-07-18T00:00:00.000,733398,Border Collie,"Retriever, Labrador",Dog,98106
Snowflake,2015-10-03T00:00:00.000,,Domestic Medium Hair,,Cat,98109
Solo,2015-07-20T00:00:00.000,340295,Shih Tzu,,Dog,98178
Ranger,2015-07-21T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98136
Zooey,2015-07-21T00:00:00.000,29483,Australian Cattle Dog,,Dog,98122
Tiger,2015-07-21T00:00:00.000,29439,"Retriever, Golden",,Dog,98109
Barkley,2015-07-21T00:00:00.000,29409,"Chihuahua, Short Coat",Miniature Pinscher,Dog,98103
Monroe,2015-07-21T00:00:00.000,353577,Manx,Domestic Longhair,Cat,98117
Ebony,2015-07-21T00:00:00.000,29411,"Poodle, Miniature",,Dog,98125
Mimi,2015-07-21T00:00:00.000,731824,Domestic Shorthair,,Cat,98122
Dizzy,2015-07-01T00:00:00.000,731508,"Bulldog, American",Boxer,Dog,98112
Chloe,2015-07-12T00:00:00.000,731269,Domestic Medium Hair,,Cat,98109
Ginger,2015-07-02T00:00:00.000,361094,Domestic Shorthair,,Cat,98108
Marcel,2015-07-02T00:00:00.000,731000,"Bulldog, French",,Dog,98103
Bell,2015-07-02T00:00:00.000,,Border Collie,,Dog,98126
Lily,2015-07-02T00:00:00.000,359988,"Setter, English",,Dog,98122
Widdy,2015-07-02T00:00:00.000,443377,German Shepherd,,Dog,98122
Tsuga,2015-07-02T00:00:00.000,359989,"Retriever, Labrador",Shepherd,Dog,98118
Smudge,2015-07-02T00:00:00.000,355475,"Retriever, Labrador",,Dog,98103
Miri,2015-07-02T00:00:00.000,444997,Domestic Shorthair,Mix,Cat,98107
Odysseus,2015-07-06T00:00:00.000,731612,German Shepherd,Mix,Dog,98125
Zoe,2015-07-06T00:00:00.000,731614,Portuguese Water Dog,,Dog,98112
Nilah,2015-07-06T00:00:00.000,353514,Domestic Medium Hair,,Cat,98118
Gus,2015-07-07T00:00:00.000,733469,Domestic Longhair,,Cat,98104
,2015-07-19T00:00:00.000,833805,Domestic Shorthair,,Cat,98199
Danny,2015-07-07T00:00:00.000,731693,"Vizsla, Smooth Haired","Retriever, Labrador",Dog,98107
Ichigo,2015-07-07T00:00:00.000,731637,Shiba Inu,,Dog,98121
Daisy,2015-07-07T00:00:00.000,731671,"Retriever, Labrador","Poodle, Standard",Dog,98116
Avery,2015-07-07T00:00:00.000,353516,Domestic Shorthair,,Cat,98122
Daisy,2015-07-07T00:00:00.000,733467,Chow Chow,,Dog,98117
Coco,2015-07-08T00:00:00.000,353524,Siamese,,Cat,98102
Sucia,2015-07-08T00:00:00.000,731702,Shepherd,Mix,Dog,98117
Tommy,2015-08-18T00:00:00.000,,Domestic Shorthair,,Cat,98109
Louie,2015-07-09T00:00:00.000,731882,Dalmatian,,Dog,98115
Maya,2015-07-09T00:00:00.000,359994,Border Collie,Mix,Dog,98107
Nadine,2015-07-23T00:00:00.000,835095,Boxer,Mix,Dog,98121
Panzer,2015-07-10T00:00:00.000,731842,German Shepherd,,Dog,98108
Otto,2015-07-10T00:00:00.000,731815,"Retriever, Golden",Great Pyrenees,Dog,98102
Diego,2015-07-12T00:00:00.000,834996,"Retriever, Labrador","Poodle, Standard",Dog,98117
Riggins,2015-08-04T00:00:00.000,,"Retriever, Golden","Poodle, Standard",Dog,98109
Maggie,2015-07-14T00:00:00.000,731870,"Retriever, Golden",Chinese Shar-Pei,Dog,98115
Rye,2015-07-14T00:00:00.000,731829,Australian Kelpie,Australian Cattle Dog,Dog,98121
Barlian,2015-07-14T00:00:00.000,731887,German Shepherd,,Dog,98115
Frankie,2015-07-14T00:00:00.000,731838,Hound,Whippet,Dog,98107
Scout,2015-07-14T00:00:00.000,731823,"Retriever, Labrador","Poodle, Standard",Dog,98112
Beau,2015-08-02T00:00:00.000,,Domestic Shorthair,,Cat,98125
Tuffy,2015-08-16T00:00:00.000,,Domestic Medium Hair,,Cat,98199
Pip,2015-08-06T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98108
Sadie,2015-07-15T00:00:00.000,731760,"Bulldog, French",,Dog,98103
Juno,2015-07-15T00:00:00.000,731762,Australian Shepherd,,Dog,98103
Luna,2015-08-29T00:00:00.000,,Domestic Shorthair,,Cat,98115
Cloudpaw,2015-07-02T00:00:00.000,444973,Domestic Medium Hair,,Cat,98107
Teton,2015-07-01T00:00:00.000,731071,Domestic Shorthair,,Cat,98115
Chubbs,2015-07-01T00:00:00.000,731072,Domestic Medium Hair,,Cat,98118
Inot,2015-07-01T00:00:00.000,731507,Alaskan Malamute,,Dog,98133
Ella,2015-07-01T00:00:00.000,731503,"Terrier, American Pit Bull",Dalmatian,Dog,98146
Richard Parker,2015-07-12T00:00:00.000,85454,Domestic Shorthair,,Cat,98107
Calvin,2015-07-02T00:00:00.000,730999,"Bulldog, French",,Dog,98103
Buddy,2015-07-02T00:00:00.000,731661,Australian Shepherd,,Dog,98136
Lola,2015-08-06T00:00:00.000,,Domestic Longhair,,Cat,98109
Daisy Bort,2015-07-06T00:00:00.000,731622,"Retriever, Labrador",Border Collie,Dog,98122
Tasha,2015-07-06T00:00:00.000,731602,Rottweiler,"Retriever, Labrador",Dog,98177
Foggy,2015-07-06T00:00:00.000,731695,"Retriever, Golden",Alaskan Malamute,Dog,98106
Cooper,2015-07-06T00:00:00.000,353523,Domestic Shorthair,,Cat,98115
Olivia,2015-07-07T00:00:00.000,731694,Coonhound,,Dog,98107
Kody,2015-07-07T00:00:00.000,731640,"Spaniel, Welsh Springer",,Dog,98107
Rukia,2015-07-07T00:00:00.000,731638,Shiba Inu,,Dog,98121
Elsa,2015-07-07T00:00:00.000,353519,Burmese,,Cat,98116
Daniel,2015-07-07T00:00:00.000,731634,Australian Cattle Dog,,Dog,98144
Jack,2015-07-07T00:00:00.000,731663,"Retriever, Labrador",,Dog,98116
George,2015-07-08T00:00:00.000,353525,Siamese,,Cat,98102
Peyton,2015-07-08T00:00:00.000,731620,Xoloitzcuintli,,Dog,98115
Saint,2015-07-08T00:00:00.000,361096,Domestic Shorthair,,Cat,98102
Raven,2015-08-13T00:00:00.000,,Domestic Shorthair,,Cat,98115
Lou,2015-07-09T00:00:00.000,731873,Great Dane,"Retriever, Labrador",Dog,98107
Abby,2015-07-09T00:00:00.000,731840,Shepherd,"Retriever, Labrador",Dog,98107
Redd,2015-09-13T00:00:00.000,,Domestic Shorthair,Mix,Cat,98119
Bella,2015-07-11T00:00:00.000,731032,Havanese,,Dog,98119
Felix1,2015-07-14T00:00:00.000,444991,"Retriever, Labrador",,Dog,98178
Tulla,2015-07-12T00:00:00.000,730991,"Schnauzer, Miniature",,Dog,98199
Joy,2015-08-29T00:00:00.000,,Domestic Medium Hair,,Cat,98133
Toothless,2015-09-04T00:00:00.000,,Domestic Longhair,,Cat,98115
Francie,2015-07-07T00:00:00.000,731660,Saint Bernard,"Retriever, Labrador",Dog,98103
Doug,2015-07-07T00:00:00.000,731735,Whippet,,Dog,98144
Zeke,2015-07-07T00:00:00.000,731724,Terrier,,Dog,98109
Blackie,2015-08-08T00:00:00.000,,Domestic Shorthair,,Cat,98109
Cookie Dough,2015-07-08T00:00:00.000,353506,Domestic Medium Hair,,Cat,98133
Lola,2015-07-08T00:00:00.000,731697,"Spaniel, Cavalier King Charles",,Dog,98117
Pommeroy,2015-07-09T00:00:00.000,731857,"Bulldog, French",,Dog,98199
Blitz,2015-07-09T00:00:00.000,731879,"Terrier, Boston",,Dog,98117
Wally,2015-07-09T00:00:00.000,731843,"Schnauzer, Miniature","Poodle, Miniature",Dog,98109
Rory,2015-07-09T00:00:00.000,359996,German Shepherd,Chow Chow,Dog,98107
Gracie,2015-07-18T00:00:00.000,85364,Maltese,,Dog,98104
Czerny,2015-07-10T00:00:00.000,731832,"Spaniel, Cavalier King Charles",,Dog,98106
Carmen,2015-07-10T00:00:00.000,731594,Border Collie,Mix,Dog,98109
Rusty,2015-07-10T00:00:00.000,731593,"Poodle, Standard",,Dog,98112
Bobo1,2015-07-11T00:00:00.000,444985,Maltese,,Dog,98108
wembley,2015-08-22T00:00:00.000,,Domestic Medium Hair,Siamese,Cat,98199
Tiger,2015-08-30T00:00:00.000,,Domestic Longhair,,Cat,98115
High 5,2015-08-29T00:00:00.000,,Domestic Longhair,Siamese,Cat,98133
Link,2015-07-14T00:00:00.000,731835,"Dachshund, Standard Smooth Haired",,Dog,98102
Lizzy,2015-07-14T00:00:00.000,731869,Greyhound,,Dog,98144
Pippa,2015-07-14T00:00:00.000,731820,Pug,"Chihuahua, Short Coat",Dog,98107
Mikey,2015-07-14T00:00:00.000,731349,Domestic Shorthair,,Cat,98102
Murphy,2015-07-14T00:00:00.000,731826,"Spaniel, American Cocker","Poodle, Miniature",Dog,98121
Lucile,2015-07-21T00:00:00.000,731361,"Chihuahua, Short Coat",,Dog,98122
Thrasher,2015-07-15T00:00:00.000,353536,Domestic Medium Hair,,Cat,98103
Biscuit,2015-07-15T00:00:00.000,731763,"Terrier, American Staffordshire",Beagle,Dog,98107
Kimchi,2015-07-15T00:00:00.000,731745,"Poodle, Miniature","Terrier, Yorkshire",Dog,98133
Kerri,2015-07-16T00:00:00.000,731779,Doberman Pinscher,,Dog,98106
Gustav,2015-07-21T00:00:00.000,731371,Pekingese,,Dog,98109
Suzie,2015-07-16T00:00:00.000,731239,Shih Tzu,,Dog,98199
Sahara,2015-07-17T00:00:00.000,353546,Bengal,,Cat,98115
Eloise,2015-07-17T00:00:00.000,733371,Domestic Shorthair,,Cat,98125
Darcy,2015-07-17T00:00:00.000,731329,Australian Shepherd,,Dog,98199
Ninja,2015-07-17T00:00:00.000,733298,LaPerm,,Cat,98109
Henry,2015-07-17T00:00:00.000,733436,"Chihuahua, Short Coat",Terrier,Dog,98109
Smokey,2015-07-18T00:00:00.000,,Maine Coon,Mix,Cat,98116
Murphy,2015-07-18T00:00:00.000,355477,Brittany,,Dog,98199
Diamond,2015-07-20T00:00:00.000,29478,"Bulldog, American",,Dog,98103
Sadie,2015-07-20T00:00:00.000,353561,LaPerm,,Cat,98103
Copper,2015-07-20T00:00:00.000,29418,Shepherd,,Dog,98125
Glenmorangie,2015-07-20T00:00:00.000,357567,"Terrier, Cairn",,Dog,98125
Meeps,2015-07-20T00:00:00.000,360591,Domestic Shorthair,,Cat,98107
Davis,2015-07-14T00:00:00.000,731805,"Retriever, Golden",,Dog,98133
Lily,2015-07-14T00:00:00.000,731352,American Shorthair,,Cat,98122
Alex,2015-07-14T00:00:00.000,731801,Australian Shepherd,Spaniel,Dog,98104
Saucy,2015-08-06T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98122
Cary Grant,2015-11-21T00:00:00.000,,Domestic Medium Hair,,Cat,98119
Cali,2015-07-15T00:00:00.000,353532,Domestic Shorthair,,Cat,98102
Tucker,2015-07-15T00:00:00.000,731772,"Dachshund, Miniature Smooth Haired",,Dog,98115
Beckett,2015-07-15T00:00:00.000,360583,Australian Shepherd,,Dog,98122
Otto,2015-07-16T00:00:00.000,731742,"Retriever, Labrador",,Dog,98117
Brooklyn,2015-07-16T00:00:00.000,353530,Siamese,,Cat,98117
Kodiak,2015-07-17T00:00:00.000,731761,Xoloitzcuintli,,Dog,98126
Cheese,2015-07-17T00:00:00.000,731757,Pekingese,,Dog,98199
Carl,2015-07-17T00:00:00.000,731739,Great Pyrenees,Border Collie,Dog,98109
Tony,2015-07-17T00:00:00.000,731752,Newfoundland,,Dog,98014
Bronson,2015-08-09T00:00:00.000,,"Spaniel, Welsh Springer",,Dog,98144
Heidi,2015-07-20T00:00:00.000,29419,"Griffon, Wirehaired Pointing",,Dog,98125
Chava,2015-07-20T00:00:00.000,353555,Domestic Shorthair,,Cat,98133
Agori,2015-07-20T00:00:00.000,353549,Domestic Longhair,Maine Coon,Cat,98125
Caroline,2015-07-21T00:00:00.000,731363,Domestic Shorthair,,Cat,98119
Cha Cha,2015-07-20T00:00:00.000,439569,"Chihuahua, Short Coat",Beagle,Dog,98108
Koda,2015-07-21T00:00:00.000,29432,Rottweiler,,Dog,98144
Bruce,2015-07-21T00:00:00.000,29424,Basset Hound,,Dog,98115
Griffey,2015-07-21T00:00:00.000,29484,"Terrier, Cairn",,Dog,98109
Milly,2015-07-21T00:00:00.000,353568,Domestic Shorthair,,Cat,98115
Io,2015-07-21T00:00:00.000,353560,LaPerm,,Cat,98103
Izzy,2015-07-21T00:00:00.000,353569,Domestic Shorthair,,Cat,98118
Callie,2015-07-22T00:00:00.000,353556,Domestic Shorthair,,Cat,98107
Pepper,2015-07-22T00:00:00.000,29437,"Terrier, Rat",,Dog,98121
Charlie,2015-07-30T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98146
'Alani,2015-07-24T00:00:00.000,353597,Domestic Shorthair,,Cat,98105
Drew,2015-07-24T00:00:00.000,353594,Domestic Longhair,,Cat,98118
Vinnie,2015-07-24T00:00:00.000,905807,Terrier,"Dachshund, Standard Smooth Haired",Dog,98077
Denny,2015-07-24T00:00:00.000,905906,Basset Hound,,Dog,98108
Luna,2015-12-29T00:00:00.000,340297,"Retriever, Golden","Poodle, Miniature",Dog,98118
Doc,2015-07-25T00:00:00.000,337829,"Schnauzer, Miniature",,Dog,98101
Ronan,2015-07-23T00:00:00.000,731388,"Retriever, Golden",,Dog,98146
Marshall,2015-07-24T00:00:00.000,905816,Terrier,"Welsh Corgi, Cardigan",Dog,98118
Meowmix,2015-07-23T00:00:00.000,353590,Domestic Shorthair,,Cat,98122
Piper,2015-07-23T00:00:00.000,353586,Pixie-Bob,,Cat,98177
Wrangler,2015-07-24T00:00:00.000,337827,Domestic Longhair,,Cat,98122
Weaver,2015-07-24T00:00:00.000,905903,Domestic Medium Hair,,Cat,98122
Ms.,2015-07-21T00:00:00.000,731374,Domestic Shorthair,,Cat,98133
Dolly,2015-07-22T00:00:00.000,29447,Australian Cattle Dog,"Welsh Corgi, Cardigan",Dog,98126
Mocha,2015-07-22T00:00:00.000,353558,Bengal,,Cat,98112
Star,2015-07-23T00:00:00.000,905809,"Retriever, Golden",,Dog,98144
Camden,2015-07-23T00:00:00.000,731899,Australian Cattle Dog,"Retriever, Labrador",Dog,98121
Nicky,2015-07-23T00:00:00.000,359999,German Shepherd,,Dog,98109
Coda,2015-08-01T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98112
Rizzo,2015-09-05T00:00:00.000,,"Bulldog, French",,Dog,98125
Abbey,2015-07-24T00:00:00.000,905814,"Welsh Corgi, Pembroke",,Dog,98103
Ernie,2015-07-24T00:00:00.000,357573,"Spaniel, Cavalier King Charles",,Dog,98125
ZOE,2015-07-25T00:00:00.000,833867,Terrier,Mix,Dog,98118
Norman,2015-07-10T00:00:00.000,361100,Russian Blue,Domestic Medium Hair,Cat,98109
Puddin',2015-07-10T00:00:00.000,444984,Domestic Shorthair,,Cat,98119
Hope,2015-07-11T00:00:00.000,731195,"Terrier, Border",Mix,Dog,98103
Maisie,2015-07-11T00:00:00.000,729900,"Retriever, Golden",,Dog,98103
theodore ruxpin,2015-07-13T00:00:00.000,731877,"Retriever, Golden","Poodle, Standard",Dog,98117
Lily,2015-07-13T00:00:00.000,731342,Siamese,Norwegian Forest,Cat,98122
Goose,2015-07-13T00:00:00.000,731893,Great Dane,,Dog,98107
Cricket,2015-07-13T00:00:00.000,731822,Lowchen,,Dog,98122
 Clarence,2015-07-22T00:00:00.000,833861,Domestic Medium Hair,,Cat,98122
Mischa,2015-07-14T00:00:00.000,731891,"Terrier, Jack Russell",,Dog,98103
Rosie,2015-07-14T00:00:00.000,731890,"Terrier, American Staffordshire",,Dog,98104
Ivy,2015-07-14T00:00:00.000,731340,Domestic Shorthair,,Cat,98115
Pluto Blue,2015-07-18T00:00:00.000,731344,"Terrier, American Pit Bull",,Dog,98107
Scout,2015-08-15T00:00:00.000,,Domestic Shorthair,,Cat,98144
Hana,2015-07-15T00:00:00.000,731754,Shiba Inu,,Dog,98117
Aslan,2015-07-15T00:00:00.000,731736,Great Pyrenees,,Dog,98177
Big Easy,2015-07-15T00:00:00.000,360585,"Retriever, Golden",,Dog,98109
Cheese,2015-07-15T00:00:00.000,360584,Pomeranian,,Dog,98121
Oscar Wild,2015-07-17T00:00:00.000,731240,Domestic Longhair,,Cat,98102
Smaug,2015-09-19T00:00:00.000,,LaPerm,,Cat,98109
Basil,2015-07-17T00:00:00.000,731332,Xoloitzcuintli,,Dog,98133
Tiberius,2015-07-17T00:00:00.000,731334,Xoloitzcuintli,,Dog,98133
Bernie,2015-07-17T00:00:00.000,731331,Pug,,Dog,98116
Gracie,2015-07-18T00:00:00.000,733397,German Shepherd,,Dog,98136
OB,2015-07-18T00:00:00.000,733393,"Retriever, Labrador",,Dog,98116
Hans,2015-07-18T00:00:00.000,731089,"Terrier, Silky",Pomeranian,Dog,98116
Tina,2015-07-20T00:00:00.000,29480,"Dachshund, Standard Smooth Haired",Terrier,Dog,98115
Leila,2015-07-20T00:00:00.000,29429,Xoloitzcuintli,,Dog,98103
Dusky,2015-10-03T00:00:00.000,,Domestic Medium Hair,,Cat,98109
Remi,2015-07-21T00:00:00.000,29449,"Retriever, Labrador","Poodle, Standard",Dog,98136
Charlie,2015-07-21T00:00:00.000,29421,"Retriever, Labrador","Pointer, German Shorthaired",Dog,98107
Luna,2015-07-21T00:00:00.000,353579,Domestic Longhair,Mix,Cat,98117
Lenny,2015-07-21T00:00:00.000,29477,"Poodle, Standard",,Dog,98119
Tündi,2015-07-21T00:00:00.000,29438,Bichon Frise,Shih Tzu,Dog,98112
Barney,2015-07-21T00:00:00.000,353552,Domestic Shorthair,,Cat,98133
Buddy,2015-07-22T00:00:00.000,833846,Domestic Shorthair,,Cat,98105
Gus,2015-07-22T00:00:00.000,353581,Domestic Shorthair,,Cat,98116
Ruby,2015-07-22T00:00:00.000,29436,Pug,"Terrier, Boston",Dog,98116
Duke,2015-07-15T00:00:00.000,731094,"Retriever, Golden",,Dog,98106
Caesar,2015-07-16T00:00:00.000,731744,Belgian Malinois,,Dog,98116
Sergio,2015-07-16T00:00:00.000,731753,"Retriever, Golden",,Dog,98117
Rockford,2015-07-17T00:00:00.000,731758,Havanese,,Dog,98199
Odin,2015-07-17T00:00:00.000,731749,Shepherd,,Dog,98125
Leon,2015-07-17T00:00:00.000,731751,Newfoundland,,Dog,98014
Steve,2015-07-17T00:00:00.000,731777,"Terrier, American Pit Bull",,Dog,98108
Violet,2015-07-17T00:00:00.000,733078,"Retriever, Golden",,Dog,98103
Charlie,2015-07-17T00:00:00.000,731330,"Retriever, Golden",,Dog,98199
Loki,2015-07-17T00:00:00.000,733435,Miniature Pinscher,,Dog,98112
Tali,2015-07-18T00:00:00.000,731093,Siberian Husky,Australian Cattle Dog,Dog,98126
Charley,2015-07-18T00:00:00.000,733396,Coonhound,,Dog,98126
Baloo,2015-07-20T00:00:00.000,353554,Domestic Shorthair,,Cat,98133
Boone,2015-07-20T00:00:00.000,29485,"Terrier, Yorkshire",,Dog,98102
Kiki,2015-07-20T00:00:00.000,357566,LaPerm,,Cat,98125
Diesel,2015-07-21T00:00:00.000,29431,"Chihuahua, Short Coat",,Dog,98144
Silas,2015-07-21T00:00:00.000,29433,Rottweiler,,Dog,98144
Moose,2015-07-21T00:00:00.000,29430,Rhodesian Ridgeback,,Dog,98102
Sammy,2015-07-22T00:00:00.000,353557,Domestic Shorthair,,Cat,98107
Suki,2015-07-22T00:00:00.000,353551,American Shorthair,,Cat,98101
Lemmy,2015-08-07T00:00:00.000,,Domestic Shorthair,,Cat,98107
Jet,2015-07-23T00:00:00.000,905821,"Chihuahua, Long Coat",,Dog,98106
Bunny,2015-07-23T00:00:00.000,833864,Domestic Medium Hair,,Cat,98107
Mikey,2015-07-24T00:00:00.000,905812,Rhodesian Ridgeback,"Retriever, Labrador",Dog,98119
Sybil,2015-11-17T00:00:00.000,,Domestic Shorthair,,Cat,98102-5783
Dexter,2015-07-24T00:00:00.000,905905,Basset Hound,Beagle,Dog,98108
Bea,2015-07-24T00:00:00.000,29799,Australian Cattle Dog,Mix,Dog,98103
Gracie,2015-07-25T00:00:00.000,357574,Pomeranian,Mix,Dog,98125
Carbon,2015-07-25T00:00:00.000,337828,"Schnauzer, Standard",,Dog,98101
Konde,2015-07-25T00:00:00.000,357575,Xoloitzcuintli,,Dog,98125
Pepper,2015-07-21T00:00:00.000,567978,Domestic Shorthair,,Cat,98125
Blackberry,2015-07-30T00:00:00.000,567150,Domestic Shorthair,,Cat,98103
Lucy,2015-12-15T00:00:00.000,30372,"Retriever, Labrador",,Dog,98115
Noon,2015-07-21T00:00:00.000,353578,Domestic Shorthair,,Cat,98117
Pintxo,2015-07-21T00:00:00.000,29417,"Schnauzer, Miniature","Poodle, Miniature",Dog,98133
Raki,2015-07-21T00:00:00.000,29413,Basenji,,Dog,98133
Allie,2015-07-22T00:00:00.000,29486,"Chihuahua, Short Coat",,Dog,98115
Charlie,2015-07-22T00:00:00.000,29422,"Spaniel, American Cocker",,Dog,98122
Scout,2015-07-22T00:00:00.000,353559,Bengal,,Cat,98112
Mickey,2015-07-23T00:00:00.000,353588,American Shorthair,,Cat,98102
Gunner,2015-07-23T00:00:00.000,731379,Domestic Shorthair,,Cat,98121
Thorsoon,2015-09-25T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98109
June,2015-07-24T00:00:00.000,353585,Domestic Medium Hair,,Cat,98103
Murphy,2015-07-24T00:00:00.000,357572,"Spaniel, Cavalier King Charles","Chihuahua, Short Coat",Dog,98125
Tristan,2015-07-25T00:00:00.000,833866,"Terrier, West Highland White",,Dog,98119
Pepper,2015-11-25T00:00:00.000,26425,"Schnauzer, Miniature","Poodle, Miniature",Dog,98133
Moki,2015-11-05T00:00:00.000,892355,Domestic Shorthair,,Cat,98115
Sara,2015-11-18T00:00:00.000,899324,"Retriever, Labrador",Mix,Dog,98116
Mr.,2015-07-23T00:00:00.000,353598,Domestic Medium Hair,,Cat,98106
Rick,2015-07-23T00:00:00.000,905801,"Poodle, Toy",,Dog,98108
,2015-07-23T00:00:00.000,731383,Domestic Shorthair,,Cat,98125
Valentino,2015-07-24T00:00:00.000,905817,Terrier,"Chihuahua, Short Coat",Dog,98118
Nori,2015-07-24T00:00:00.000,905811,Basenji,Mix,Dog,98116
Loretta,2015-07-24T00:00:00.000,834914,Greyhound,"Terrier, American Pit Bull",Dog,98125
Bo'sun,2015-07-24T00:00:00.000,29798,Bernese Mountain Dog,,Dog,98119
Mooney,2015-08-22T00:00:00.000,,"Terrier, American Pit Bull",,Dog,98121
,2015-08-19T00:00:00.000,,Maine Coon,Mix,Cat,98103
Tux,2015-10-21T00:00:00.000,834072,"Retriever, Labrador",,Dog,98106
Bunny,2015-07-23T00:00:00.000,567717,Siamese,Mix,Cat,98136
Carter,2015-07-07T00:00:00.000,125187,Shih Tzu,,Dog,98144
Annabelle,2015-10-05T00:00:00.000,68912,Domestic Shorthair,,Cat,98117
Bijoux,2015-11-30T00:00:00.000,210384,Dalmatian,,Dog,98112
Hazel,2015-11-10T00:00:00.000,891152,Domestic Shorthair,,Cat,98115
Vesta,2015-12-31T00:00:00.000,904173,"Retriever, Labrador",Chinese Shar-Pei,Dog,98105
Violet,2015-11-03T00:00:00.000,951802,"Dachshund, Standard Smooth Haired",,Dog,98122
Apollo,2015-09-01T00:00:00.000,570504,"Terrier, Boston","Terrier, Jack Russell",Dog,98118
Hades,2015-09-28T00:00:00.000,197284,Domestic Medium Hair,,Cat,98199
,2015-10-06T00:00:00.000,830161,Terrier,Shepherd,Dog,98108
Abby,2015-07-31T00:00:00.000,272597,Maine Coon,,Cat,98199
Gracie,2015-12-27T00:00:00.000,123666,Domestic Longhair,,Cat,98115
Rover,2015-07-01T00:00:00.000,428617,Domestic Longhair,,Cat,98117
,2015-09-15T00:00:00.000,573400,Domestic Shorthair,,Cat,98144
Riley,2015-08-03T00:00:00.000,435359,"Terrier, Soft Coated Wheaten",,Dog,98126
Honey,2015-08-25T00:00:00.000,580528,Terrier,,Dog,98107
Willa,2015-09-30T00:00:00.000,585827,Australian Cattle Dog,,Dog,98177
Hamilton,2015-12-01T00:00:00.000,890147,Domestic Shorthair,,Cat,98107
